1024,1,4,256,64,131605107724587,104605781,0.243912,258
1024,1,32,32,8,84213449448274,67055036,0.181067,169
1024,1,64,16,4,89201856612978,71100750,0.179465,174
1024,1,128,8,2,96967874704150,77310501,0.183783,142
1024,2,4,128,32,36126291076592,27961449,0.0855169,230
1024,2,32,16,4,39129697850516,30961050,0.100991,153
1024,2,64,8,2,51683555067403,41048058,0.122828,427
1024,2,128,4,1,81522004263308,65079325,0.16426,216
1024,4,4,64,16,24945355127418,18989042,0.0609356,256
1024,4,32,8,2,46459587812975,36921602,0.115335,156
1024,4,64,4,1,58323025854450,46470173,0.137328,131
1024,4,128,2,0,80998824162620,64819953,0.166922,174
1024,8,4,32,8,18092143319022,13452817,0.0417402,195
1024,8,32,4,1,36485953570163,28930399,0.0855569,207
1024,8,64,2,0,55871232997090,44443455,0.135892,157
1024,8,128,1,0,78948282680821,62914316,0.160015,232
4096,1,4,1024,256,17719528888946,13352065,0.0462095,523
4096,1,32,128,32,15559673297838,12106145,0.0365582,587
4096,1,64,64,16,23026823657750,18187390,0.0520672,598
4096,1,128,32,8,28745963285516,22813047,0.0598502,560
4096,2,4,512,128,12905781932674,9588679,0.0152148,634
4096,2,32,64,16,11395100931670,8830969,0.0147374,788
4096,2,64,32,8,13761055623948,10810995,0.0249958,634
4096,2,128,16,4,17291030170043,13691839,0.0301601,792
4096,4,4,256,64,11996909286428,8864215,0.0137074,659
4096,4,32,32,8,10363130480753,8006594,0.0139048,632
4096,4,64,16,4,12794281590223,10026539,0.0238526,590
4096,4,128,8,2,15939329669396,12582414,0.0278465,523
4096,8,4,128,32,11739998528620,8655842,0.0130252,697
4096,8,32,16,4,6609491216487,4984418,0.00645683,511
4096,8,64,8,2,8381532096741,6497330,0.011151,568
4096,8,128,4,1,13693878589223,10794947,0.0220201,495
16384,1,4,4096,1024,15496095249577,11843114,0.0432918,1958
16384,1,32,512,128,11357384923912,8847924,0.0238392,2697
16384,1,64,256,64,11327993925563,8879040,0.0218167,2625
16384,1,128,128,32,12121686425401,9524755,0.0186699,2168
16384,2,4,2048,512,10923642085998,8206114,0.0123564,2537
16384,2,32,256,64,8722957917831,6765807,0.00899112,3430
16384,2,64,128,32,9349889731552,7329075,0.0156244,3187
16384,2,128,64,16,10250136276763,8074721,0.0151237,2834
16384,4,4,1024,256,10738046565892,8203592,0.0126633,1384
16384,4,32,128,32,8214304957767,6387303,0.00838035,1985
16384,4,64,64,16,8089416350488,6342140,0.00832473,1845
16384,4,128,32,8,8302521370929,6529265,0.00876762,1620
16384,8,4,512,128,10656384370459,8177223,0.0125165,1434
16384,8,32,64,16,4522785827133,3426322,0.00215362,1725
16384,8,64,32,8,4040914977711,3087343,0.00138242,2011
16384,8,128,16,4,3899854808451,2983244,0.00110829,1610
65536,1,4,16384,4096,7781400198621,5559534,0.00791752,2792
65536,1,32,2048,512,5198306146626,3973532,0.00284213,77471
65536,1,64,1024,256,4673428212278,3606169,0.0025488,6131
65536,1,128,512,128,4795300344346,3705007,0.00262419,6082
65536,2,4,8192,2048,6848323864297,4686255,0.00627807,2984
65536,2,32,1024,256,4066498969152,3074839,0.00152622,5342
65536,2,64,512,128,4525985410805,3503475,0.00116527,70497
65536,2,128,256,64,3939539408744,3050436,0.00113019,5975
65536,4,4,4096,1024,6099882393133,3986047,0.00487739,51712
65536,4,32,512,128,4357367983902,3285849,0.00114709,102052
65536,4,64,256,64,3645999239277,2803289,0.000757607,5762
65536,4,128,128,32,3615146924806,2791082,0.000551272,5670
65536,8,4,2048,512,5842691057086,3743332,0.00442921,3153
65536,8,32,256,64,3776856762111,2835910,0.000998382,5515
65536,8,64,128,32,3588147539587,2756262,0.000638006,5738
65536,8,128,64,16,3625116261456,2781858,0.000474983,7149
131072,1,4,32768,8192,5756238544787,3699507,0.00449407,3018
131072,1,32,4096,1024,5053844464600,3844875,0.00114916,253085
131072,1,64,2048,512,3680222607171,2815034,0.000899279,5252
131072,1,128,1024,256,6699688011446,5242495,0.000894728,152525
131072,2,4,16384,4096,5619246197767,3620866,0.00435813,3177
131072,2,32,2048,512,4171509960285,3138649,0.00087801,102103
131072,2,64,1024,256,3500722100722,2689725,0.000527488,5891
131072,2,128,512,128,4809476685232,3707771,0.000373881,68546
131072,4,4,8192,2048,5591877351448,3630047,0.00428272,157903
131072,4,32,1024,256,3614500544655,2720449,0.000812112,5772
131072,4,64,512,128,4721334432224,3661769,0.000458465,131142
131072,4,128,256,64,3465284860459,2677386,0.000284287,6387
131072,8,4,4096,1024,5458326712896,3539894,0.00428041,14496
131072,8,32,512,128,3600069750760,2713549,0.000805505,5796
131072,8,64,256,64,3454961035921,2658208,0.000451764,6247
131072,8,128,128,32,6229484385661,4624051,0.000273989,128385
1024,256,4,1,0,12267022472747,8897036,0.0132281,326
1024,32,32,1,0,37962577112022,29979452,0.0877329,229
1024,16,64,1,0,48828799696272,38853034,0.113822,503
1024,8,128,1,0,78878978803833,62947373,0.160015,160
4096,1024,4,1,0,11543907476786,8571440,0.0127054,890
4096,128,32,1,0,4886230095883,3599245,0.00245427,654
4096,64,64,1,0,4280694670401,3191338,0.00154646,253
4096,32,128,1,0,12654130037948,9945856,0.0225832,402
16384,4096,4,1,0,10367391271557,8072184,0.0122799,1981
16384,512,32,1,0,4504533905855,3419278,0.00213364,1987
16384,256,64,1,0,3957372489531,3028316,0.00124253,1994
16384,128,128,1,0,3744773665513,2860627,0.000816747,1833
65536,16384,4,1,0,5497031534695,3561468,0.00428041,3197
65536,2048,32,1,0,3692844035993,2752572,0.000806103,6073
65536,1024,64,1,0,3528716395083,2687606,0.000451264,7512
65536,512,128,1,0,3496860017750,2688160,0.000273688,6711
131072,32768,4,1,0,5408750137492,3514438,0.00428041,3236
131072,4096,32,1,0,5220048782476,4021319,0.000805505,335451
131072,2048,64,1,0,7548999281068,5949052,0.000450566,418278
131072,1024,128,1,0,3444087051411,2666542,0.000271297,6162
