16384,4,32,128,32,6261168998473,4804369,0.00839355,436
16384,4,32,128,32,6260785950906,4803859,0.00839185,462
16384,4,64,64,16,6138015707117,4779276,0.00833803,352
16384,4,64,64,16,6137823415657,4778879,0.00833773,365
65536,4,32,512,128,3808716557539,2851986,0.00117358,660
65536,4,32,512,128,3807038996960,2851298,0.00117088,632
65536,4,64,256,64,3568314282545,2738517,0.000783893,521
65536,4,64,256,64,3567068130057,2737957,0.000781501,494
16384,4,32,128,32,24243813987483,16232356,0.0384096,2096
16384,4,32,128,32,24421496518628,16365917,0.0384249,2123
16384,4,64,64,16,20016094206886,13608850,0.0312259,2268
16384,4,64,64,16,20313185405275,13741654,0.0312017,2389
65536,4,32,512,128,15993125859493,10564625,0.0234858,4086
65536,4,32,512,128,15922442386048,10517286,0.0234839,3573
65536,4,64,256,64,18395238016969,13034569,0.0259558,3413
65536,4,64,256,64,18321457498031,13035099,0.0259802,2594
16384,4,32,128,32,30268999579011,16452955,0.0327845,4876
16384,4,32,128,32,30259821833312,16448725,0.0328085,4497
16384,4,64,64,16,19576852585969,10984563,0.02023,3232
16384,4,64,64,16,19618443411550,11004664,0.0202734,4016
65536,4,32,512,128,26145266180099,14320914,0.0275996,11690
65536,4,32,512,128,26165852396033,14334201,0.0276017,13557
65536,4,64,256,64,15891322562698,9095163,0.0154383,10375
65536,4,64,256,64,15889512274372,9088495,0.0154144,10674
