1024,1,4,256,64,119349581280759,71940533,0.213085,1018
1024,1,32,32,8,77070621460534,42884215,0.132156,240
1024,1,64,16,4,84777876058433,47115526,0.143356,273
1024,1,128,8,2,97793144706472,53368381,0.177215,123
1024,2,4,128,32,99974224312164,60175890,0.18122,791
1024,2,32,16,4,63045813234076,34272797,0.107632,180
1024,2,64,8,2,70074843976942,37563199,0.118593,131
1024,2,128,4,1,77843098144501,40739511,0.130734,159
1024,4,4,64,16,86781685710035,52845953,0.163919,700
1024,4,32,8,2,56661206620763,30728593,0.0949734,281
1024,4,64,4,1,65136117372748,34658344,0.107999,171
1024,4,128,2,0,73141225109699,37942742,0.124989,121
1024,8,4,32,8,82927859719201,51132619,0.160538,536
1024,8,32,4,1,50036389115613,28252244,0.0879995,178
1024,8,64,2,0,63812266200983,33803070,0.105185,114
1024,8,128,1,0,70295381870676,37265382,0.126629,73
4096,1,4,1024,256,71660122551645,44397149,0.133955,2085
4096,1,32,128,32,39976334638449,23116333,0.0718417,1018
4096,1,64,64,16,43204749591413,24082911,0.0731034,965
4096,1,128,32,8,50815142248510,27415959,0.100279,927
4096,2,4,512,128,64286659141307,40758215,0.123523,2212
4096,2,32,64,16,32241888825187,19432514,0.0595389,983
4096,2,64,32,8,31794855170865,18930059,0.0577246,1022
4096,2,128,16,4,36079563158242,20532216,0.063801,746
4096,4,4,256,64,62197349175927,39879925,0.120776,2173
4096,4,32,32,8,30650020943003,18526960,0.0557699,1150
4096,4,64,16,4,28456728402688,17321366,0.0508927,1116
4096,4,128,8,2,31281193892982,18221847,0.0520945,618
4096,8,4,128,32,61950967711838,39865546,0.120465,3473
4096,8,32,16,4,29998991665377,18195829,0.0548385,1222
4096,8,64,8,2,27647462281313,16759207,0.0498443,785
4096,8,128,4,1,27591327262026,16705512,0.0485441,592
16384,1,4,4096,1024,44271435839004,26693148,0.0801539,4868
16384,1,32,512,128,27711316366537,17624797,0.0460386,1761
16384,1,64,256,64,25212974971891,16038781,0.0416094,1783
16384,1,128,128,32,25271802769628,15668076,0.0437244,1511
16384,2,4,2048,512,37865394703519,22636634,0.0696065,5554
16384,2,32,256,64,24848085848603,16447248,0.0391869,1900
16384,2,64,128,32,21066092396405,14107515,0.032445,2151
16384,2,128,64,16,19429617305882,12594741,0.0285027,2143
16384,4,4,1024,256,35827764910146,21134620,0.0666287,4885
16384,4,32,128,32,24220539598325,16254571,0.0384051,2078
16384,4,64,64,16,20241635065307,13689458,0.0311868,2365
16384,4,128,32,8,18022004980996,11991676,0.0261438,2076
16384,8,4,512,128,34736247130644,20227749,0.0647975,5936
16384,8,32,64,16,24146631426211,16126317,0.0380883,2108
16384,8,64,32,8,20295062425545,13878728,0.0307822,2047
16384,8,128,16,4,17454894905539,11761078,0.025492,2592
65536,1,4,16384,4096,24945153669550,13443953,0.0518016,8270
65536,1,32,2048,512,19219820086432,12282826,0.031805,3545
65536,1,64,1024,256,19638820413203,12991109,0.0313927,3361
65536,1,128,512,128,20087404171373,13332666,0.0347711,3029
65536,2,4,8192,2048,20219323708589,10519668,0.0413506,9520
65536,2,32,1024,256,16730780426829,11066942,0.0248706,3394
65536,2,64,512,128,17966953088027,12516343,0.0254835,3668
65536,2,128,256,64,17617663237517,12455333,0.0232601,2850
65536,4,4,4096,1024,17989012665512,8925043,0.0375112,8462
65536,4,32,512,128,15969074160044,10553827,0.0234848,3798
65536,4,64,256,64,18654887051476,13176316,0.0259833,3895
65536,4,128,128,32,17436600620130,12426475,0.0223665,3167
65536,8,4,2048,512,17484734690835,8533158,0.036451,10264
65536,8,32,256,64,15279554265121,10010224,0.022205,4454
65536,8,64,128,32,19213552906235,13606786,0.0269025,3943
65536,8,128,64,16,17579718444784,12609048,0.0223262,3366
131072,1,4,32768,8192,19743694995515,10302228,0.0444176,8320
131072,1,32,4096,1024,14312026057706,8868445,0.0223345,3789
131072,1,64,2048,512,14819735354891,9717846,0.0220202,3716
131072,1,128,1024,256,16106217294043,10772588,0.0267323,3213
131072,2,4,16384,4096,15868930437218,7796775,0.0365709,9870
131072,2,32,2048,512,11468187026214,7021115,0.0157724,3972
131072,2,64,1024,256,12865485039311,8625894,0.0167038,3362
131072,2,128,512,128,15045669999855,10498619,0.0183595,3031
131072,4,4,8192,2048,14671686455366,7041433,0.0347588,9820
131072,4,32,1024,256,9774819299221,5765637,0.0126372,4131
131072,4,64,512,128,11927727675538,7939012,0.0147393,3841
131072,4,128,256,64,15041364326185,10683695,0.0175237,3460
131072,8,4,4096,1024,14400242300515,6878686,0.0343883,10162
131072,8,32,512,128,8661027765277,4880029,0.0105047,4021
131072,8,64,256,64,10723667782801,7030930,0.0127913,3745
131072,8,128,128,32,15940961606519,11338180,0.0184186,3853
1024,256,4,1,0,79532757475000,49903857,0.154181,925
1024,32,32,1,0,44219378544903,26300751,0.0830897,150
1024,16,64,1,0,63141954716734,33416399,0.107676,119
1024,8,128,1,0,70375892147557,37283052,0.12664,89
4096,1024,4,1,0,61903042854209,40419515,0.119098,2482
4096,128,32,1,0,30493180141129,18384790,0.0548739,785
4096,64,64,1,0,27188637862117,16527949,0.0491583,692
4096,32,128,1,0,26879272827984,16386375,0.0477148,465
16384,4096,4,1,0,27780375051791,15886066,0.0575508,7130
16384,512,32,1,0,24376807659191,16482394,0.0381285,1581
16384,256,64,1,0,19704502780725,13480256,0.0304027,1823
16384,128,128,1,0,17105693026969,11624890,0.024813,2175
65536,16384,4,1,0,16768588994726,8071348,0.0351486,9469
65536,2048,32,1,0,13639665353888,8768828,0.0192875,3716
65536,1024,64,1,0,19579381928589,13984669,0.0277105,3280
65536,512,128,1,0,17556566357726,12644724,0.0222243,3160
131072,32768,4,1,0,13481399831877,6650503,0.0341664,9364
131072,4096,32,1,0,8099147766203,4443532,0.00942302,4182
131072,2048,64,1,0,10657645201615,6984627,0.0126235,3667
131072,1024,128,1,0,18145224205758,13143130,0.0216609,3220
